((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.008), 13553.0, 986446.0, 13553.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.0), inf, 0.0, 999999.0)
((0, 0.08700000000000001), 4302.0, 995697.0, 4302.0)
((0, 0.083), 4547.0, 995452.0, 4547.0)
((0, 0.073), 5148.0, 994851.0, 5148.0)
((0, 0.091), 4056.0, 995943.0, 4056.0)
((0, 0.096), 3715.0, 996284.0, 3715.0)
((0, 0.043000000000000003), 7298.0, 992701.0, 7298.0)
((0, 0.021), 9994.0, 990005.0, 9994.0)
((0, 0.099), 3295.0, 996704.0, 3295.0)
((0, 0.099), 3005.0, 996994.0, 3005.0)
((0, 0.032), 8431.0, 991568.0, 8431.0)
((0, 0.099), 2961.0, 997038.0, 2961.0)
((0, 0.099), 3405.0, 996594.0, 3405.0)
((0, 0.052000000000000005), 6559.0, 993440.0, 6559.0)
((0, 0.099), 3243.0, 996756.0, 3243.0)
((0, 0.094), 3860.0, 996139.0, 3860.0)
((0, 0.099), 3460.0, 996539.0, 3460.0)
((0, 0.099), 2919.0, 997080.0, 2919.0)
((0, 0.099), 3349.0, 996650.0, 3349.0)
((0, 0.079), 4782.0, 995217.0, 4782.0)
((0, 0.099), 3096.0, 996903.0, 3096.0)
((0, 0.099), 3050.0, 996949.0, 3050.0)
((0, 0.099), 3192.0, 996807.0, 3192.0)
((0, 0.098), 3564.0, 996435.0, 3564.0)
((0, 0.099), 2838.0, 997161.0, 2838.0)
((0, 0.099), 2554.0, 997445.0, 2554.0)
((0, 0.099), 2404.0, 997595.0, 2404.0)
((0, 0.099), 2878.0, 997121.0, 2878.0)
((0, 0.099), 2620.0, 997379.0, 2620.0)
((0, 0.099), 2523.0, 997476.0, 2523.0)
((0, 0.099), 2761.0, 997238.0, 2761.0)
((0, 0.067), 5520.0, 994479.0, 5520.0)
((0, 0.099), 2586.0, 997413.0, 2586.0)
((0, 0.099), 3143.0, 996856.0, 3143.0)
((0, 0.099), 2492.0, 997507.0, 2492.0)
((0, 0.06), 5982.0, 994017.0, 5982.0)
((0, 0.099), 2376.0, 997623.0, 2376.0)
((0, 0.099), 2462.0, 997537.0, 2462.0)
((0, 0.099), 2799.0, 997200.0, 2799.0)
((0, 0.099), 2654.0, 997345.0, 2654.0)
((0, 0.099), 2688.0, 997311.0, 2688.0)
((0, 0.099), 2724.0, 997275.0, 2724.0)
((0, 0.099), 2433.0, 997566.0, 2433.0)
((0, 0.099), 2174.0, 997825.0, 2174.0)
((0, 0.099), 2151.0, 997848.0, 2151.0)
((0, 0.099), 2270.0, 997729.0, 2270.0)
((0, 0.099), 2296.0, 997703.0, 2296.0)
((0, 0.099), 2221.0, 997778.0, 2221.0)
((0, 0.099), 2129.0, 997870.0, 2129.0)
((0, 0.099), 2085.0, 997914.0, 2085.0)
((0, 0.099), 2197.0, 997802.0, 2197.0)
((0, 0.099), 2043.0, 997956.0, 2043.0)
((0, 0.099), 2322.0, 997677.0, 2322.0)
((0, 0.099), 2245.0, 997754.0, 2245.0)
((0, 0.099), 2349.0, 997650.0, 2349.0)
((0, 0.099), 2064.0, 997935.0, 2064.0)
((0, 0.099), 2107.0, 997892.0, 2107.0)
